yellow_output_response_time,green_output_response_time,yellow_output_max_intensity,green_output_max_intensity,yellow_output_stability_cv,green_output_stability_cv,conversion_efficiency
29.100075,59.899658,1493,2212,0.12947555299441596,0.14835384817662645,0.12018145782937688
